107,1306,13,Gelephu,26.89981477480,90.49430795900
108,1302,13,Chhuzagang,26.86783497580,90.52540242500
109,1312,13,Sherzhong,26.89085396880,90.53951841600
110,1315,13,Umling,26.84150270980,90.54084971900
111,1314,13,Taklai,26.81647409980,90.55905962100
112,1308,13,Jigmichhoeling,27.00425472880,90.55421795000
113,1305,13,Doban,27.05084418180,90.34149160000
114,1307,13,Hiley,26.87576596780,90.26117858600
115,1802,18,Beteni,26.95455089480,90.14303908500
116,1801,18,Barzhong,26.93634766680,90.08893087800
117,1806,18,Mendrelgang,26.95367743480,90.13318951600
118,1809,18,Rangthangling,27.03261000080,90.13993000000
119,1811,18,Tsholingkhor,27.01261000080,90.10893000000
120,1804,18,Gosarling,27.03103195380,90.13041395300
121,1810,18,Shemjong,27.03079544580,90.16759515500
122,1812,18,Tsirangtoe,27.06061723080,90.11017509600
123,1807,18,Patakla,27.11264966680,90.12468876600
124,1808,18,Phuentenchhu,27.07351828280,90.14491166400
125,1803,18,Dunglegang,27.01438370280,90.18174781000
126,1805,18,Kikorthang,27.01217817280,90.13641147300
127,604,6,Kurtoe,27.82994044580,91.12024211800
128,103,1,Tang,27.57078822880,90.87104712900
129,601,6,Gangzur,27.71090141980,91.15970229000
130,603,6,Khoma,27.68702390280,91.23028493800
131,606,6,Minjay,27.60106620880,91.23277847900
132,605,6,Menbi,27.59467053280,91.19357411500
133,607,6,Metsho,27.54969960580,91.12703524900
134,602,6,Jaray,27.45261395180,91.12729375800
135,608,6,Tsenkhar,27.48005666880,91.18288687500
136,1603,16,Khamdang,27.46282454280,91.57055786500
137,1601,16,Bumdeling,27.65802690980,91.45522939000
138,1608,16,Trashiyangtse,27.60148877980,91.49728602000
139,1606,16,Tomzhangtshen,27.43850020480,91.55350834500
140,1602,16,Jamkhar,27.39669171480,91.53936864500
141,1604,16,Ramjar,27.41528280780,91.57609197800
142,1605,16,Toetsho,27.48054948080,91.60520462600
143,1607,16,Yalang,27.44196094580,91.63848862400
144,2006,20,Pangkhar,26.97212462080,90.85541593900
145,2008,20,Trong,27.14600996780,90.68891308600
146,2004,20,Nangkor,27.16513798180,90.81875913400
147,2007,20,Shingkhar,27.24565343980,90.94490742400
148,2001,20,Bardo,27.13833690880,90.94279660800
149,2003,20,Gozhing,26.94099256980,90.89126235200
150,2005,20,Ngangla,26.85074614680,90.96183979300
151,2002,20,Bjoka,26.96626577880,91.05041504800
152,911,9,Norbugang,26.85094033880,91.12601105900
153,908,9,Chokhorling,26.82915359780,91.34239087400
154,909,9,Dechhenling,26.91590369280,91.22196064700
155,903,9,Dungmin,26.98284388780,91.33326684400
156,901,9,Chhimung,27.03465606280,91.29199705400
157,906,9,Yurung,27.02371449980,91.34527425700
158,902,9,Chongshing,27.00327058880,91.38429013100
159,904,9,Khar,26.98908588880,91.39724793000
160,905,9,Shumer,27.03758275080,91.39596596800
161,907,9,Zobel,27.03570261180,91.45967127600
162,910,9,Nanong,27.11898944280,91.46015180200
163,1103,11,Langchhenphu,26.89446833380,92.09968926500
164,1111,11,Serthig,26.99317158280,92.00768368400
165,1110,11,Samrang,26.91128307480,91.75565732300
166,1108,11,Pemathang,26.90028307480,91.74465732300
167,1109,11,Phuntsthothang,26.88563994580,91.70982174200
168,1112,11,Dewathang,26.85781654480,91.46230088300
169,1107,11,Orong,26.93050060080,91.49577194100
170,1102,11,Gomdar,27.00323451680,91.55305552900
171,1113,11,Wangphu,26.96731005680,91.60218757700
172,1105,11,Martshala,26.94041977380,91.68255284600
173,1104,11,Lauri,27.12415530480,91.91506741100
174,706,7,Gongdue,27.02354246180,91.18850420900
175,707,7,Jurmey,27.08915809680,91.24903684700
176,713,7,Silambi,27.07172366180,91.11653920900
177,711,7,Saleng,27.26013435080,91.17435825000
178,715,7,Tsamang,27.32803962080,91.19122639300
179,716,7,Tsakaling,27.35498690380,91.21916342100
180,712,7,Shermung,27.37096016080,91.35416023800
181,702,7,Chhali,27.31157335280,91.22973073100
182,709,7,Mongar,27.27789434480,91.23529205700
183,704,7,Drepung,27.22879869080,91.26523043100
184,710,7,Ngatshang,27.29074868680,91.36770712400
185,701,7,Balam,27.33671919980,91.38984177100
186,717,7,Narang,27.32818248780,91.46463459700
187,705,7,Drametse,27.31443927380,91.43761140000
188,703,7,Chaskhar,27.26074663280,91.36653860900
189,708,7,Kengkhar,27.10587715880,91.31439010100
190,714,7,Thangrong,27.19787423480,91.35135675800
191,1516,15,Yangnyer,27.36561018080,91.53319310200
192,1511,15,Sakteng,27.40390162180,91.92187358200
193,1509,15,Phongme,27.37293619080,91.74544294100
194,1510,15,Radi,27.36271196180,91.69165954700
195,1502,15,Bidung,27.37433023780,91.63885344300
196,1501,15,Bartsham,27.39195254080,91.60708520600
197,1512,15,Samkhar,27.32783563080,91.61315735000
198,1513,15,Shongphu,27.35189329880,91.66480067400
199,1503,15,Kanglung,27.27844322080,91.50983963700
200,1515,15,Udzorong,27.25651408780,91.45001125800
201,1505,15,Khaling,27.20636233080,91.60458736500
202,1506,15,Lumang,27.15081442980,91.53120470400
203,1514,15,Thrimshing,27.12275320680,91.60947860400
204,1504,15,Kangpara,27.12317327080,91.69703218000
205,1507,15,Merak,27.30095230480,91.85614765800
